berthage,avg_parking_time
202215.0,3731
203082.0,3811
203062.0,3533
201158.0,5443
202317.0,4572
203003.0,3636
203118.0,6368
203009.0,4000
203023.0,2671
203068.0,3008
201145.0,3334
203067.0,3200
203052.0,3727
203018.0,2530
203074.0,5345
202313.0,3223
203007.0,4131
202220.0,3912
203106.0,3099
201113.0,3090
201144.0,3336
201202.0,3288
203125.0,3786
203253.0,2558
201103.0,3466
201142.0,3108
201151.0,3117
202221.0,3307
203268.0,3283
201247.0,3314
203054.0,3631
201120.0,2844
202306.0,2890
203073.0,2994
203089.0,4975
201149.0,3277
201200.0,3224
201212.0,2653
201224.0,2904
201102.0,3707
203016.0,3667
201204.0,3577
201213.0,2618
202210.0,3548
203128.0,4316
203088.0,4448
203264.0,3161
201095.0,3971
201129.0,2742
201115.0,3077
201231.0,2662
203257.0,2690
201091.0,3990
201121.0,2705
201099.0,3966
202307.0,3432
201092.0,4007
201205.0,3066
203263.0,3108
201162.0,3490
201228.0,2712
201117.0,2236
201141.0,2897
201214.0,2699
203020.0,2710
203071.0,2824
201153.0,3651
202209.0,3435
203032.0,3117
203048.0,3896
201198.0,3432
201191.0,2575
203037.0,3347
203267.0,3303
203126.0,4700
203085.0,4127
203056.0,3651
201157.0,3870
201199.0,3571
201248.0,3453
203029.0,3139
201182.0,2754
203053.0,3847
202302.0,3236
201093.0,4023
201096.0,4029
201172.0,3924
201230.0,2692
203107.0,3563
201160.0,3566
201203.0,3373
201234.0,3334
201216.0,2868
201156.0,2762
202301.0,3376
203114.0,3743
201114.0,2672
201106.0,3429
201193.0,2697
201226.0,2437
203256.0,2530
201237.0,3526
203122.0,3964
201233.0,3474
202211.0,3151
203039.0,3674
203065.0,3109
203079.0,4174
203273.0,3432
201238.0,3237
203001.0,4102
203066.0,3316
201166.0,3911
203127.0,4044
203075.0,4152
203108.0,2863
203117.0,4841
201192.0,3204
203031.0,3654
202303.0,3007
203043.0,3608
201126.0,2732
201170.0,3578
202232.0,7440
203044.0,3747
201165.0,3049
201245.0,3319
203055.0,3682
203086.0,3633
201243.0,3073
201119.0,2770
203115.0,5081
201184.0,2950
202233.0,4785
203255.0,3030
203348.0,3263
204218.0,3209
203354.0,4068
204044.0,3159
204113.0,4078
205085.0,5554
203334.0,2485
205034.0,3730
203342.0,2748
204209.0,3258
204126.0,3833
205067.0,4079
205088.0,3296
204064.0,4598
205098.0,3977
203366.0,3669
203290.0,3564
204117.0,4643
205081.0,3673
203302.0,4131
204199.0,2598
204045.0,3434
204188.0,2480
205042.0,4024
203285.0,3443
204114.0,4335
203371.0,3441
203301.0,4223
204178.0,2646
205040.0,4053
204067.0,4121
204119.0,3978
203351.0,3391
203375.0,2967
205077.0,3856
205090.0,3709
204066.0,4999
204128.0,4140
203336.0,2575
204115.0,4334
203297.0,4356
204125.0,3268
203288.0,3602
204100.0,3853
204212.0,3555
203275.0,3644
203337.0,2701
204129.0,4145
205024.0,3537
203291.0,4618
203279.0,3378
203362.0,3528
203368.0,3625
205087.0,4263
204063.0,4513
204127.0,3450
205069.0,3788
203361.0,3952
203344.0,3093
203374.0,3324
204094.0,3618
204198.0,2929
205049.0,4131
205070.0,3991
203298.0,4162
204122.0,3804
204211.0,3432
204204.0,3247
205073.0,3836
203296.0,4333
204077.0,3822
204078.0,4151
204207.0,3535
205071.0,3989
204098.0,3585
204124.0,3837
203381.0,1805
204120.0,3544
204159.0,4177
204049.0,3565
203300.0,4338
204014.0,3456
205053.0,3633
203380.0,2138
205037.0,4110
204043.0,1380
204062.0,4629
205032.0,3594
203299.0,4761
203377.0,2798
204191.0,3146
204216.0,2934
205076.0,3826
203379.0,2331
204090.0,3955
204208.0,3350
205086.0,4483
204002.0,3000
205083.0,3337
204206.0,3439
205022.0,3453
204175.0,3477
204087.0,3870
204213.0,3446
203282.0,3502
204084.0,4710
204183.0,2947
203333.0,2458
203353.0,3742
203356.0,3641
204111.0,4031
205065.0,3598
205089.0,4097
203284.0,3543
203294.0,4236
203341.0,2659
204095.0,3402
205095.0,4132
204093.0,3471
204214.0,3431
204009.0,3510
203286.0,3616
204197.0,2387
204173.0,3328
203281.0,3297
204172.0,3285
204202.0,2561
203338.0,2733
203274.0,3400
204116.0,4661
203372.0,3450
204005.0,2942
204154.0,4597
205093.0,4234
205026.0,3570
204088.0,4578
203347.0,2917
204131.0,3468
203360.0,4036
204182.0,2400
205027.0,3626
205039.0,3992
205072.0,3704
204083.0,3937
205096.0,3397
203277.0,3678
205035.0,3335
205084.0,4341
204011.0,3840
203293.0,4317
204076.0,3873
204097.0,3440
203331.0,2521
203358.0,3720
204139.0,4471
204008.0,3565
203357.0,4190
205074.0,3765
204135.0,4140
205041.0,3948
204186.0,2175
205036.0,3872
203319.0,4545
204130.0,3996
205028.0,3499
204048.0,3513
204086.0,4417
203287.0,3976
204196.0,2668
204001.0,2931
204085.0,4076
203363.0,3863
204158.0,4088
204068.0,4243
203289.0,3704
203335.0,2563
204136.0,4608
203364.0,3759
205094.0,3768
203367.0,3694
204096.0,3471
204132.0,3470
203365.0,3932
204189.0,3697
203339.0,2892
205050.0,3762
204121.0,4078
204156.0,4460
204210.0,3460
204080.0,3937
204180.0,2687
204194.0,2968
204003.0,2915
203352.0,3339
204195.0,2638
203346.0,3203
204092.0,3869
205066.0,3886
204155.0,4532
203373.0,3023
205021.0,3119
204015.0,3745
204217.0,3433
205031.0,3321
205044.0,3828
203349.0,3080
204157.0,4402
204185.0,5297
205033.0,3490
203355.0,3568
205097.0,3284
204101.0,3578
204203.0,3081
204205.0,3166
204082.0,3941
204118.0,4115
205030.0,3280
204004.0,3038
204007.0,3042
204099.0,3331
204133.0,4494
204134.0,4293
203350.0,3452
204137.0,4243
204179.0,3534
205068.0,3926
205045.0,4261
205075.0,3852
204215.0,3526
203370.0,3346
204065.0,4533
204069.0,4293
204184.0,3997
205025.0,3598
204010.0,3665
204192.0,2553
205048.0,4156
203278.0,4184
203317.0,4235
203345.0,2882
204140.0,4111
203376.0,2938
204012.0,3653
204079.0,3846
204201.0,2363
205043.0,4023
205082.0,3685
203280.0,3777
205052.0,3989
204081.0,3354
204153.0,4492
204181.0,2503
204219.0,2845
203359.0,3976
203332.0,2481
204089.0,3472
204112.0,4301
205079.0,3889
204013.0,3721
204138.0,4454
204176.0,3030
205051.0,3773
205091.0,3809
203295.0,4634
204006.0,3233
205092.0,4158
203378.0,2484
204061.0,4559
205078.0,3641
205038.0,4246
203283.0,3286
204046.0,3349
204174.0,3501
205080.0,3823
204042.0,3058
205023.0,3565
204047.0,3703
204193.0,2484
205064.0,3688
203276.0,3667
203318.0,4380
205047.0,4135
204177.0,3295
203292.0,4620
204091.0,3833
203340.0,2436
203369.0,3651
205046.0,3954
204123.0,3511
205143.0,2935
206027.0,3130
205196.0,3965
206029.0,3425
206071.0,2406
206060.0,2020
206001.0,2552
206282.0,3599
205156.0,3540
205200.0,4259
206033.0,3575
206093.0,2885
205176.0,3394
205186.0,4073
205103.0,4221
205127.0,3506
205187.0,3976
206076.0,2909
205157.0,3541
205194.0,3984
206022.0,3011
206285.0,3691
205154.0,3828
206064.0,1439
206287.0,3711
205142.0,2842
205153.0,3811
206036.0,3225
205147.0,3683
205151.0,3834
205131.0,3224
205183.0,3587
206005.0,2542
205102.0,3017
205175.0,3307
206286.0,3809
205107.0,3561
205132.0,2918
206025.0,2927
205177.0,3455
206095.0,2883
206017.0,2946
206032.0,3347
206016.0,2789
205133.0,3101
205203.0,4502
206034.0,3444
206054.0,2716
205171.0,3199
206003.0,2325
206078.0,3634
206092.0,2780
206019.0,2794
206002.0,2954
206289.0,3797
205101.0,2858
206058.0,1950
206103.0,3060
205129.0,3805
206021.0,3054
205198.0,3825
206281.0,3578
205173.0,3458
206010.0,1614
206102.0,3534
205109.0,3095
206283.0,4088
205149.0,3978
205158.0,3390
206288.0,3705
205184.0,3692
205188.0,4490
206075.0,2779
206057.0,2589
205105.0,2627
206077.0,3084
206104.0,3166
205108.0,3795
206035.0,3357
206028.0,3170
206072.0,2561
205144.0,2858
205189.0,4128
205099.0,3396
206056.0,2709
206096.0,2814
206008.0,1365
206059.0,1578
205179.0,3522
206080.0,3309
206053.0,2750
205178.0,3511
205137.0,2598
205199.0,3878
206030.0,3550
205155.0,3437
206099.0,3147
205146.0,3375
205148.0,3926
206031.0,3427
206004.0,2308
206073.0,2674
205182.0,3729
205180.0,3208
206290.0,3553
205174.0,3389
205152.0,3649
206070.0,2163
205112.0,3342
205128.0,3561
205104.0,3653
205135.0,2618
205138.0,2575
205172.0,3730
206101.0,3138
205140.0,2763
206014.0,2298
206067.0,1645
206079.0,3206
205145.0,3307
206009.0,1448
206069.0,2006
206284.0,3781
205191.0,4095
205110.0,3441
206065.0,1532
206094.0,2872
205136.0,2456
206020.0,3030
205201.0,4163
206061.0,1685
205141.0,2871
206012.0,1931
206052.0,2938
206074.0,2674
206011.0,1745
205181.0,3232
206007.0,1900
206015.0,2054
206018.0,3136
206063.0,1382
206066.0,1733
206055.0,2860
206062.0,1463
205130.0,3138
205202.0,4341
205197.0,4180
205139.0,2654
206023.0,2961
206026.0,3071
206068.0,1827
205185.0,3730
205111.0,2986
205190.0,3988
205150.0,4540
205106.0,3286
206097.0,2673
206051.0,2931
205134.0,2830
206013.0,1650
205193.0,4041
206024.0,3162
206006.0,2140
207049.0,5188
207143.0,6120
207044.0,5513
207001.0,4559
207179.0,6394
208122.0,4174
206308.0,3589
207174.0,4260
207178.0,5770
206305.0,3830
207065.0,4584
207016.0,3855
207015.0,3863
207021.0,4744
206306.0,3779
208174.0,3689
208179.0,3804
208254.0,3653
208256.0,3508
208262.0,2895
207061.0,4719
208104.0,4037
207052.0,4425
207085.0,4347
208146.0,3930
207119.0,4115
207055.0,5310
208175.0,3559
208243.0,3719
208144.0,3994
208101.0,3977
208257.0,3370
208171.0,3549
207023.0,4489
208180.0,3630
207047.0,5460
208183.0,3723
207068.0,4525
207081.0,3757
207114.0,4765
207066.0,4602
207019.0,4341
207149.0,3506
208105.0,3816
208121.0,4148
207009.0,3875
207112.0,4565
208107.0,4204
207173.0,4447
208181.0,3779
207086.0,4292
207182.0,6187
207005.0,4452
207012.0,3822
207147.0,5396
208153.0,3963
207063.0,5174
206303.0,3637
207141.0,4323
207041.0,5307
207116.0,4453
207172.0,1170
207152.0,6185
208140.0,3667
207050.0,4762
208108.0,4005
207048.0,5168
207026.0,4076
207003.0,4285
208145.0,3707
207088.0,3983
207145.0,4726
207151.0,5543
208138.0,3890
207030.0,4092
207064.0,4662
207070.0,4521
207120.0,4090
207153.0,5970
208241.0,3503
207018.0,4646
207017.0,3671
207084.0,4151
208261.0,2984
208139.0,3668
207031.0,4311
207089.0,4005
208120.0,4064
206307.0,3801
208102.0,4092
208251.0,3052
208178.0,3753
207010.0,3723
207082.0,4391
208182.0,4161
207054.0,5267
207072.0,4217
207115.0,3925
206295.0,3363
208173.0,3684
207014.0,3940
207171.0,13020
207029.0,4379
207053.0,5173
208141.0,3553
206302.0,3755
208263.0,2872
206294.0,3268
208252.0,3447
207069.0,4484
207073.0,4034
207183.0,5936
207083.0,4176
207043.0,5521
207113.0,5683
207175.0,5964
208242.0,3920
207042.0,5500
208244.0,3785
208253.0,3452
207060.0,4793
207022.0,4463
207025.0,4415
207046.0,5132
208264.0,2846
208142.0,3566
207184.0,3720
208103.0,4342
208176.0,3610
207024.0,4582
208143.0,3779
208151.0,3865
207142.0,4976
207007.0,4234
207032.0,4186
207144.0,2657
207059.0,4938
207118.0,4401
207002.0,4228
208245.0,3806
208255.0,3590
208137.0,3774
207087.0,4512
207180.0,5726
207176.0,6360
207117.0,3956
207020.0,4455
207051.0,5063
207056.0,4955
207071.0,4363
207004.0,4116
208136.0,3822
208109.0,4034
208154.0,3807
207008.0,3847
208106.0,3851
207062.0,4519
207057.0,5109
207146.0,5212
206297.0,3183
206304.0,3829
206296.0,3309
207028.0,4228
207150.0,5357
208177.0,3707
207058.0,4899
207181.0,6846
208155.0,3707
208123.0,4008
207011.0,3951
207045.0,5052
207006.0,3768
207154.0,5859
208152.0,3912
208172.0,3761
207013.0,3860
208135.0,3826
208275.0,3090
208276.0,3021
208366.0,4011
208427.0,4181
208412.0,3778
208316.0,3049
208365.0,3965
208315.0,3080
208394.0,4044
208370.0,3986
208429.0,4047
208375.0,3996
208450.0,4266
208456.0,3820
208363.0,3931
208447.0,3992
208485.0,3643
208359.0,3971
208269.0,2878
208392.0,4094
208475.0,3618
208399.0,3593
208270.0,2743
208457.0,3826
208483.0,3693
208472.0,3773
208400.0,3710
208406.0,4134
208369.0,3711
208476.0,3833
208473.0,4091
208356.0,4164
208279.0,2776
208361.0,3940
208461.0,3569
208313.0,2967
208383.0,4577
208309.0,2715
208395.0,3966
208505.0,4205
208484.0,3627
208265.0,2730
208357.0,4329
208272.0,3112
208385.0,4414
208393.0,4263
208471.0,3937
208381.0,3780
208410.0,3967
208268.0,2960
208388.0,4059
208464.0,4207
208401.0,3543
208451.0,3944
208333.0,2921
208354.0,4142
208424.0,3967
208422.0,3717
208428.0,4213
208482.0,3593
208367.0,3833
208454.0,4012
208403.0,3302
208402.0,3768
208274.0,3101
208404.0,3872
208352.0,4110
208353.0,4049
208460.0,3569
208435.0,4195
208281.0,2673
208452.0,4140
208306.0,3197
208434.0,4441
208440.0,4116
208387.0,4294
208477.0,3756
208267.0,2966
208408.0,4197
208438.0,4068
208358.0,4027
208332.0,3074
208431.0,4181
208286.0,2846
208398.0,3671
208445.0,3668
208439.0,4192
208285.0,2775
208441.0,3744
208374.0,4437
208411.0,4009
208283.0,2723
208426.0,4014
208390.0,4221
208409.0,3998
208425.0,4136
208430.0,4322
208444.0,3722
208436.0,4002
208378.0,4074
208449.0,4359
208405.0,4032
208432.0,3926
208437.0,4020
208453.0,3889
208284.0,2833
208373.0,4040
208504.0,3790
208488.0,3589
208368.0,3718
208355.0,4287
208458.0,3530
208443.0,3471
208481.0,3599
208273.0,3165
208446.0,3526
208314.0,3082
208351.0,4028
208455.0,3715
208433.0,4250
208478.0,3643
208271.0,3379
208372.0,4129
208389.0,4298
208442.0,3645
208364.0,4009
208423.0,4160
208331.0,3084
208303.0,3094
208391.0,4303
208407.0,4137
208308.0,2988
208266.0,2833
208487.0,3332
208474.0,3930
208486.0,3562
208379.0,4206
208459.0,3578
208307.0,3225
208304.0,3162
208462.0,3395
208386.0,4260
208380.0,4048
208305.0,3174
208282.0,2722
208371.0,4057
208396.0,3789
208421.0,3914
208280.0,2881
208360.0,3573
208384.0,4389
208377.0,3949
208448.0,3951
208599.0,3405
210018.0,3927
208657.0,3811
210003.0,2661
208555.0,4510
208579.0,3853
208618.0,4625
208533.0,3481
208637.0,3325
210080.0,4079
208581.0,3991
208684.0,4068
210092.0,3787
210015.0,2832
208508.0,3843
208683.0,4057
210086.0,2256
208516.0,3518
208677.0,3601
208591.0,4064
208631.0,3728
208582.0,3901
208614.0,4292
210081.0,4253
208648.0,3107
210130.0,4077
208554.0,4694
208685.0,3586
208545.0,4203
210001.0,2591
210032.0,3840
210110.0,3892
208532.0,3556
210017.0,3941
208655.0,3866
210129.0,4400
208634.0,3624
208656.0,3798
208661.0,3521
208645.0,3802
210010.0,2629
210022.0,4512
208576.0,3632
208658.0,3922
210131.0,3031
210049.0,3268
208536.0,3681
208610.0,4043
210036.0,3789
208587.0,4129
208590.0,4231
208613.0,4621
210065.0,3560
210097.0,3612
210114.0,3976
208643.0,3851
210113.0,3573
210072.0,3663
208546.0,4300
210137.0,2673
210095.0,3094
210112.0,3585
208561.0,3596
208675.0,3509
208659.0,3741
210019.0,3991
210104.0,3989
208672.0,3486
210038.0,2286
210058.0,2824
208678.0,3461
210042.0,4308
210121.0,3958
210033.0,3331
210076.0,3812
208640.0,3795
208514.0,3932
208619.0,4453
208680.0,4005
210013.0,3577
210071.0,3793
210037.0,5076
210088.0,3606
210073.0,3712
208553.0,4734
210060.0,2816
208578.0,4000
208580.0,3930
208585.0,4219
210078.0,3595
208594.0,3799
210069.0,3691
210070.0,3786
208593.0,4161
208651.0,3562
210057.0,3068
208646.0,3970
210083.0,4155
210030.0,2538
210136.0,2632
210115.0,3630
210007.0,2697
208563.0,3593
210133.0,2632
208632.0,3779
208649.0,3466
208616.0,4356
210124.0,4142
208531.0,3506
208596.0,3705
208543.0,3928
208601.0,3214
210026.0,4303
210008.0,3119
210106.0,3529
208611.0,4351
210093.0,5920
208513.0,4097
208654.0,3835
210002.0,2746
208515.0,3660
210123.0,4041
208674.0,3582
210009.0,2888
210047.0,3880
208673.0,3505
210089.0,3266
210077.0,3810
208638.0,3733
210084.0,3795
208542.0,3761
210091.0,4140
210126.0,3855
208617.0,4503
208669.0,3795
210079.0,3994
210023.0,2000
210094.0,3578
210111.0,3706
208615.0,4487
210005.0,2807
210102.0,3953
210006.0,2875
210028.0,4680
210087.0,3304
210031.0,4704
210035.0,6432
208517.0,3478
210075.0,3507
210048.0,3257
208682.0,3874
210050.0,3302
208510.0,4103
210127.0,4053
210132.0,2652
208644.0,3791
210090.0,4394
208589.0,3945
208597.0,3597
210020.0,4324
208507.0,4022
208583.0,3932
208509.0,3888
208641.0,3555
208660.0,3697
210027.0,3717
210108.0,3597
208556.0,4705
210064.0,2726
210066.0,3157
210012.0,3607
210046.0,4114
208584.0,3763
208595.0,3402
208511.0,4318
208519.0,3571
208642.0,3597
210135.0,2590
208577.0,3835
208588.0,4141
210107.0,3330
208586.0,4103
208671.0,3703
208600.0,3701
210096.0,3306
208620.0,4161
210082.0,3968
208639.0,3692
208653.0,3552
208575.0,3537
210109.0,3993
210085.0,3126
210128.0,4563
208506.0,4052
210016.0,3794
210034.0,9780
210043.0,4040
208530.0,3564
208544.0,4107
210011.0,2559
210059.0,3015
208652.0,3421
208676.0,3792
208681.0,4311
210025.0,3697
210101.0,3494
210125.0,4343
208552.0,4859
210004.0,2854
208574.0,3485
208612.0,4424
208647.0,3757
208512.0,4277
208650.0,3457
208598.0,3658
210074.0,3912
208633.0,3657
210021.0,3915
210068.0,3452
208592.0,3757
210014.0,2578
210103.0,4183
208534.0,3592
208670.0,3763
210116.0,3202
210141.0,3113
208535.0,3428
208547.0,4321
208551.0,4805
208679.0,2914
210024.0,4071
210045.0,3460
210122.0,4696
208518.0,3553
210044.0,4344
210134.0,2657
208562.0,3608
210029.0,3840
210158.0,3005
210572.0,3733
210589.0,5780
210219.0,3343
210223.0,3352
210309.0,4239
210511.0,3551
210299.0,2778
210442.0,3672
210544.0,4264
211018.0,2502
210160.0,3289
210584.0,5871
210298.0,2627
210209.0,4115
210253.0,2478
210301.0,2987
210463.0,3330
210549.0,3952
210581.0,4695
210324.0,3989
210222.0,4229
210565.0,4649
211027.0,4440
210573.0,4266
210575.0,3244
210605.0,3556
210148.0,1493
210295.0,2450
211030.0,4908
210168.0,3748
211017.0,3054
210421.0,2383
211025.0,1752
210334.0,2757
210490.0,3508
210336.0,3610
210381.0,2503
210207.0,4383
210246.0,3429
210294.0,2273
210434.0,3456
210477.0,3665
210162.0,3166
210466.0,2725
210492.0,3290
210385.0,3025
210387.0,3851
210418.0,3166
210424.0,3680
210165.0,3895
210415.0,2915
210513.0,3325
210164.0,3962
210308.0,3313
210376.0,2678
210284.0,3584
210390.0,3579
210396.0,4149
210156.0,2818
210265.0,2796
210314.0,3724
210535.0,3461
210217.0,4082
210232.0,3558
210392.0,4272
210378.0,3064
210604.0,3931
210382.0,3190
210240.0,3798
210358.0,5058
210203.0,3356
210341.0,3398
210488.0,3906
210543.0,4292
210151.0,1477
210391.0,3545
210142.0,3265
210237.0,3014
210288.0,3752
210331.0,3011
210440.0,3814
210533.0,3546
210579.0,4947
210372.0,2224
210459.0,11220
210197.0,1843
210487.0,3798
210394.0,4448
210603.0,3910
210344.0,3109
210443.0,3872
211028.0,3480
211029.0,4560
210472.0,2761
210229.0,3475
211016.0,3430
211012.0,3865
210386.0,3977
210286.0,3673
210460.0,4590
210189.0,1924
210339.0,3331
210551.0,3881
210360.0,4349
210601.0,4600
211031.0,2421
210210.0,4128
210481.0,3315
210587.0,4883
210597.0,4731
210185.0,3099
210214.0,3510
210227.0,3757
210564.0,5181
210422.0,4385
210592.0,4018
210258.0,2758
210413.0,4168
210425.0,2810
210595.0,4731
210231.0,3682
210239.0,3276
210585.0,5856
210465.0,4344
210512.0,3479
210192.0,1460
210225.0,3520
210172.0,3760
210262.0,2853
210388.0,4078
210567.0,4458
210607.0,4297
210431.0,2971
210194.0,1459
210291.0,2636
210455.0,3187
210159.0,2939
210221.0,3401
210427.0,2904
210560.0,4976
210400.0,3447
210379.0,3063
210175.0,2586
210393.0,4271
210401.0,3600
210272.0,3363
210562.0,5333
210345.0,2885
210430.0,2828
210485.0,3713
210347.0,3087
210260.0,2943
210469.0,2619
210563.0,4826
210173.0,4179
210226.0,3766
211033.0,3593
210193.0,1295
210184.0,3294
210461.0,7160
210317.0,4450
210297.0,2482
210315.0,4521
210546.0,4193
210143.0,3297
210154.0,2044
210316.0,3762
210337.0,3406
210474.0,3209
210489.0,3561
210593.0,4485
210395.0,4135
210539.0,3929
210201.0,2844
210296.0,2265
210302.0,3258
210468.0,2915
210292.0,2571
211019.0,3042
210144.0,3103
210195.0,1627
210273.0,3654
210433.0,3191
210462.0,1566
210276.0,3738
210355.0,4733
210576.0,3641
210423.0,3406
210283.0,4955
210349.0,3381
210352.0,3384
210238.0,2837
210332.0,2860
210436.0,4190
210441.0,4202
210480.0,2639
210220.0,2664
210313.0,4191
210491.0,3513
210550.0,3893
210213.0,3884
210234.0,3422
210470.0,2628
210167.0,4141
210245.0,3456
210429.0,2425
210552.0,3669
210304.0,3150
210473.0,3226
210458.0,2665
210353.0,3535
210580.0,4511
210177.0,2642
210236.0,3169
210596.0,4538
210532.0,3414
210574.0,3717
210254.0,2518
210212.0,3597
210244.0,3372
210255.0,2506
210270.0,3012
210346.0,3003
210495.0,3557
210149.0,1467
210321.0,3806
210152.0,1698
210548.0,3684
210216.0,3134
210252.0,2451
210269.0,3290
210351.0,3513
210357.0,4352
210514.0,3733
211035.0,4038
210147.0,3068
210494.0,3470
210541.0,3126
210230.0,3553
210287.0,3321
210166.0,3989
210228.0,3452
210307.0,3078
210516.0,3413
210569.0,4742
210467.0,2331
210534.0,4249
210182.0,2887
210215.0,3553
210426.0,4017
210437.0,3506
210566.0,4899
211024.0,5052
211032.0,4777
210578.0,3358
210590.0,4801
210320.0,4020
210348.0,3022
210199.0,2268
210476.0,3691
210374.0,2763
210416.0,4014
210373.0,2757
210397.0,3491
210471.0,2689
210153.0,1993
210181.0,2892
210536.0,2985
210599.0,4208
210266.0,3016
210340.0,3629
210428.0,2851
210170.0,3426
210303.0,3266
210306.0,3300
210438.0,3097
211014.0,4450
210198.0,2113
210251.0,2316
210577.0,3099
210343.0,2965
210375.0,2764
210479.0,3489
211013.0,3922
210606.0,3603
210318.0,4842
210586.0,5625
210602.0,4107
210161.0,3085
210457.0,6120
210483.0,3835
211015.0,3394
210420.0,3883
210568.0,4571
210319.0,4821
210454.0,3286
210478.0,3413
210271.0,3242
210384.0,3575
210178.0,2654
210256.0,2436
210176.0,2612
210208.0,4325
210274.0,3615
210145.0,3035
210191.0,1345
210582.0,4762
210211.0,3962
210267.0,3117
210414.0,3557
210484.0,3545
210399.0,3734
210350.0,3105
210571.0,4197
211023.0,1980
210183.0,3151
210417.0,3035
210570.0,4926
210496.0,3290
210515.0,3297
210333.0,2888
210591.0,5195
210435.0,3022
210200.0,2361
210389.0,4331
211022.0,6685
210335.0,3262
210398.0,3012
210146.0,3335
210285.0,4086
210361.0,4418
210432.0,3029
210190.0,1574
210257.0,2603
210540.0,3658
210311.0,4275
210356.0,4904
210264.0,2867
210342.0,3448
210493.0,3445
210561.0,4997
210233.0,3468
210310.0,4573
210600.0,4291
210179.0,2675
210277.0,3655
210475.0,3167
210538.0,3965
210545.0,4062
210224.0,3619
210171.0,4126
210188.0,1700
210300.0,2965
210456.0,3078
210486.0,3486
210150.0,1451
210180.0,2988
210243.0,3526
210594.0,5293
210598.0,4505
211021.0,4224
210305.0,3328
210275.0,3806
210359.0,4861
210482.0,3404
210155.0,2328
210531.0,3206
210608.0,4359
210196.0,1796
210377.0,2463
210464.0,1575
210380.0,3121
210261.0,2770
210323.0,4150
210263.0,2626
210293.0,2608
210312.0,4935
210163.0,3517
210322.0,4457
210290.0,4053
210338.0,3590
210383.0,4158
210419.0,3182
210547.0,4201
211034.0,4128
210583.0,5043
210169.0,2960
210289.0,3602
210157.0,2892
210588.0,5590
211020.0,2241
211212.0,3886
211288.0,2300
211290.0,2541
211264.0,2809
211062.0,5004
211052.0,4583
211136.0,2360
211197.0,4013
211173.0,4703
211072.0,4643
211138.0,2350
211188.0,3934
211202.0,4191
211079.0,4141
211150.0,2772
211242.0,3899
211257.0,3938
211058.0,4010
211146.0,3643
211179.0,4546
211196.0,5078
211260.0,3029
211158.0,2653
211161.0,1725
211174.0,4425
211054.0,3741
211191.0,3598
211232.0,3940
211069.0,3696
211211.0,4190
211090.0,4133
